"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2193","empty username → shows required error","mobile","Fri May 22 13:39:53 UTC 2026","passed","Fri May 22 13:39:55 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","390","GET /users/1 → 200 with single user","mobile","Fri May 22 13:39:45 UTC 2026","passed","Fri May 22 13:39:45 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","4922","invalid credentials → shows error banner","firefox","Fri May 22 13:39:36 UTC 2026","passed","Fri May 22 13:39:41 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","397","GET /users → 200 with user list","mobile","Fri May 22 13:39:44 UTC 2026","passed","Fri May 22 13:39:45 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","9696","get started link","mobile","Fri May 22 13:39:45 UTC 2026","passed","Fri May 22 13:39:55 UTC 2026","","example.spec.ts","",""
"","401","GET /users/1 → 200 with single user","chromium","Fri May 22 13:39:31 UTC 2026","passed","Fri May 22 13:39:32 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","42","DELETE /users/1 → 200 deleted","chromium","Fri May 22 13:39:32 UTC 2026","passed","Fri May 22 13:39:32 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","30","GET /users/999 → 404 not found","chromium","Fri May 22 13:39:32 UTC 2026","passed","Fri May 22 13:39:32 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","1756","valid credentials → lands on inventory page","chromium","Fri May 22 13:39:32 UTC 2026","passed","Fri May 22 13:39:33 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","386","POST /users → 201 creates user","mobile","Fri May 22 13:39:45 UTC 2026","passed","Fri May 22 13:39:45 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","2277","empty username → shows required error","firefox","Fri May 22 13:39:41 UTC 2026","passed","Fri May 22 13:39:43 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","1091","empty username → shows required error","chromium","Fri May 22 13:39:34 UTC 2026","passed","Fri May 22 13:39:35 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","4880","get started link","firefox","Fri May 22 13:39:36 UTC 2026","passed","Fri May 22 13:39:41 UTC 2026","","example.spec.ts","",""
"","2116","get started link","chromium","Fri May 22 13:39:32 UTC 2026","passed","Fri May 22 13:39:34 UTC 2026","","example.spec.ts","",""
"","7166","valid credentials → lands on inventory page","mobile","Fri May 22 13:39:45 UTC 2026","passed","Fri May 22 13:39:52 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","387","PUT /users/1 → 200 updates user","chromium","Fri May 22 13:39:31 UTC 2026","passed","Fri May 22 13:39:32 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","20","GET /users/999 → 404 not found","firefox","Fri May 22 13:39:36 UTC 2026","passed","Fri May 22 13:39:36 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","1341","invalid credentials → shows error banner","chromium","Fri May 22 13:39:32 UTC 2026","passed","Fri May 22 13:39:33 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","384","GET /users → 200 with user list","firefox","Fri May 22 13:39:35 UTC 2026","passed","Fri May 22 13:39:35 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","419","GET /users → 200 with user list","chromium","Fri May 22 13:39:31 UTC 2026","passed","Fri May 22 13:39:32 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","25","GET /users/999 → 404 not found","mobile","Fri May 22 13:39:45 UTC 2026","passed","Fri May 22 13:39:45 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","2288","locked out user → shows locked error","mobile","Fri May 22 13:39:53 UTC 2026","passed","Fri May 22 13:39:55 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
