"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10866","valid credentials → lands on inventory page","mobile","Fri May 22 13:41:30 UTC 2026","passed","Fri May 22 13:41:41 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","23","GET /users/999 → 404 not found","chromium","Fri May 22 13:41:15 UTC 2026","passed","Fri May 22 13:41:15 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","375","POST /users → 201 creates user","chromium","Fri May 22 13:41:15 UTC 2026","passed","Fri May 22 13:41:15 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","1048","locked out user → shows locked error","chromium","Fri May 22 13:41:19 UTC 2026","passed","Fri May 22 13:41:20 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","417","PUT /users/1 → 200 updates user","chromium","Fri May 22 13:41:15 UTC 2026","passed","Fri May 22 13:41:15 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","371","POST /users → 201 creates user","mobile","Fri May 22 13:41:29 UTC 2026","passed","Fri May 22 13:41:30 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","976","empty username → shows required error","chromium","Fri May 22 13:41:19 UTC 2026","passed","Fri May 22 13:41:20 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","1542","locked out user → shows locked error","mobile","Fri May 22 13:41:41 UTC 2026","passed","Fri May 22 13:41:42 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","10768","invalid credentials → shows error banner","mobile","Fri May 22 13:41:30 UTC 2026","passed","Fri May 22 13:41:41 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","1961","empty username → shows required error","firefox","Fri May 22 13:41:24 UTC 2026","passed","Fri May 22 13:41:26 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","361","PUT /users/1 → 200 updates user","firefox","Fri May 22 13:41:21 UTC 2026","passed","Fri May 22 13:41:21 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","384","GET /users → 200 with user list","chromium","Fri May 22 13:41:15 UTC 2026","passed","Fri May 22 13:41:15 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","4834","valid credentials → lands on inventory page","firefox","Fri May 22 13:41:21 UTC 2026","passed","Fri May 22 13:41:26 UTC 2026","Login — saucedemo.com","login.spec.ts","",""
"","31","DELETE /users/1 → 200 deleted","firefox","Fri May 22 13:41:21 UTC 2026","passed","Fri May 22 13:41:21 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","387","GET /users/1 → 200 with single user","firefox","Fri May 22 13:41:20 UTC 2026","passed","Fri May 22 13:41:21 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","5770","get started link","firefox","Fri May 22 13:41:21 UTC 2026","passed","Fri May 22 13:41:27 UTC 2026","","example.spec.ts","",""
"","370","PUT /users/1 → 200 updates user","mobile","Fri May 22 13:41:29 UTC 2026","passed","Fri May 22 13:41:30 UTC 2026","Users API — jsonplaceholder","api/users.spec.ts","",""
"","8894","has title","mobile","Fri May 22 13:41:29 UTC 2026","passed","Fri May 22 13:41:38 UTC 2026","","example.spec.ts","",""
